Horodateur,Catégorie,Type de Question,Question,Réponse,Quelle est la difficulté de la question ? (subjectif),Votre nom,"Est-ce une question Troll ? (réponse sincère attendue, on pourra peut-être en faire un aspect du Trivial)",Nombre de Question
31/01/2021 19:49:44,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"En 2019 Milla Jasmine (Marie-Charlotte pour les intimes), candidate de télé-réalité a fait le buzz dans le cross des Marseillais. Quelle phrase ""culte"" est utilisée pour se référer à cet évènement? ",YAAAAAAA LE MEEC AAA MILLAAAAAAAAAAAAAAAAAAAAAAA,2,Lila,,
31/01/2021 19:51:10,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Sardoche est le doux surnom donné par ses fans à Michel Sardou, vrai ou faux?",Faux. C'est un baisé de l'internet.,1,Lila,,
31/01/2021 19:53:26,Montreuil,Question classique,Combien de verres ai-je tenu à la dégustation de Régis avant de give up en inventant un truc à faire?,8.,2,Lila,,
31/01/2021 19:56:20,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"J'ai déjà gagné une partie de palet breton, vrai ou faux?","Faux, je suis bien trop nulle.",2,Lila,,
01/02/2021 21:27:45,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Est ce que brintey spears sait faire le grand écart ??,Ui,,Fan2 brit,,
02/02/2021 20:23:36,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Qui est Saïd M'Roumbaba?,Soprano.,2,Lila,,
02/02/2021 20:26:11,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel chanteur a écrit la chanson ""Parle-moi"" (de l'album ""Puisqu'il faut vivre"") s'adressant à son premier enfant, né alors qu'il n'avait que 16 ans et ayant été placé à l'aide sociale à l'enfance par sa mère?",Soprano.,3,Lila,,
02/02/2021 20:29:53,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"A qui Soprano rend-il hommage dans ""Roule""?","Sya Styles, Dj des Psy 4 De La Rime. Un ami d'enfance que Soprano considère comme son frère. Il meurt en 2015 des suites d'un cancer.",2,Lila,,
02/02/2021 20:30:33,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Dans sa chanson ""Hiro"", avec qui Soprano chante-t-il?",Indila.,2,Lila,,
03/02/2021 13:30:36,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Si un bouchon de liège est dans ton anus, qui pousse un peu plus avec son phallus ?",Kaaris,2,Clem,,
03/02/2021 19:02:58,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Une famille de 8 veut changer à chaque repas la configuration des places autour de la table. Si l'on compte 2 repas/jour, au bout de combien de temps la famille aura épuisé le nombre de combinaisons ?","56 ans (8! = 8x7 x 6x5 x 4x3 x 2x1 = 56 x 30 x 12 x 2 = 56 ans)
55 ans est aussi accepté (si on a compté 365 jours par an)",2,Marius,,
05/02/2021 18:49:42,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quelle est la probabilité de toucher une quint flush royale ? A 10% près ,0’000164 c pas beaucoup lol,5,Kawaz,,
08/02/2021 18:00:24,Géographie (Cartographie & Géographie humaine),Question classique,Quel est le plus grand lac (eau douce) du monde ?,Le Lac Supérieur,4,Clem,,
08/02/2021 19:08:29,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Combien de triangles possède une barre toblerone de 750g?,17.,3,Lila,,
08/02/2021 19:12:33,Histoire (Politique & Date),Question classique,"Le 13 janvier 2002 à 17h35, George W. Bush, 43ème président des Etats-Unis perdit connaissance durant quelques secondes après s'être étouffé avec un aliment. Quel est cet aliment?",Un bretzel.,3,Lila,,
08/02/2021 19:14:05,Montreuil,Question classique,"Tête de rat, coeur de serpent, cul de?",Poulet.,3,Lila,,
08/02/2021 19:17:20,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"D'après Charles Darwin dans son ""Journal d'un naturaliste"", quelle est l'équivalence gustative de la chair de puma?",Du veau.,3,Lila,,
08/02/2021 19:25:30,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)","QCM (séparer les choix avec des "";"" )","Devant lequel de ces trucs Homer Simpson ne bave pas en faisant ""Mmm..."" : Un bretzel à 50$ ; le Pays du Chocolat ; Des poissons pas encore panés ; l'île Sandwich ; Le cul de Clément ; le crime organisé .",Le cul de Clément.,1,Marge S.,,
08/02/2021 19:35:01,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma), Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Si nous souhaitons réaliser une pyramide de coupes de champagne aux proportions optimales, sachant qu'elle aura en tout 4 étages, dont 10 coupes de champagne au 2ème étage, combien de coupes de champagne se trouvent à la base?",60. 1er étage 30 ; 3ème étage 4 ; 4ème étage 1,3,Lila,,
09/02/2021 02:32:15,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"""I Want to Know What Love Is"" est une chanson du groupe de rock ""Foreigner"", en 2009 Mariah Carey fait une reprise de cette chanson dans son 12ème album studio ""Memoirs From an Imperfect Angel"".
Cette reprise est un échec aux U.S.A, ne se plaçant qu'à la 60ème place du Top 100 du billboard. 
Au Brésil, la chanson est incluse dans la populaire télénovéla ""Viver a Vida"", suite à cela, le single est propulsé à la première place du Top 100 devenant par la même la chanson n°1 le plus longtemps de l'histoire du Brésil.
Combien de semaines d'affilées ""I Want to Know What Love Is"" par Mariah Carey a-t-il été n°1 au Brésil? (A 2 prés)",27,3,Benoît,,
09/02/2021 02:41:45,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Qui est le/la seul.e artiste à avoir un n°1 au Billboard américain dans 4 décennies (1990 ; 2000 ; 2010 ; 2020 ) ?,Mariah Carey avec 19 titres classés numéro 1. ,2,Séverine,,
09/02/2021 02:44:40,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Qui est  le/la seul.e et unique artiste à classer un titre numéro 1 au Billboard américain tous les ans pendant la décennie de 1990?,Mariah Carey.,3,Francine,,
09/02/2021 02:46:32,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Au Japon, qui est le/la plus grand.e vendeu.r.se de disques de tous les temps, en tant qu'artiste non originaire d'Asie ?",Mariah Carey.,3,Fab,,
09/02/2021 02:49:42,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Si tu regardes tes mains, combien de doigts vois-tu?",Ca dépend de combien tu as bu.,2,Lila,,
09/02/2021 02:50:23,Histoire (Politique & Date),Question classique,Combien de pieds avait Napoléon?,2.,1,Lila,,
09/02/2021 02:51:06,Histoire (Politique & Date),Question classique,Qu'est-ce qu'il y avait avant l'Histoire?,La Pré-Histoire.,1,Lila,,
09/02/2021 02:51:49,Histoire (Politique & Date),Question classique,Qu'est-ce qu'il y aura après l'Histoire?,Seul Dieu le sait.,2,Lila,,
09/02/2021 02:54:08,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a écrit ""Les temps sont durs mais les canards passent"" ?",Moi à l'instant.,3,Moi,,
09/02/2021 02:57:55,Montreuil,Question classique,Est-ce une question troll?,Le 18 juin 1945.,4,SyR#n0_75,,
09/02/2021 03:02:32,Histoire (Politique & Date),Question classique,"J'ai de grandes oreilles, un drôle de nez et j'ai libéré la France, qui suis-je?
",Nicolas Sarkozy.,2,Nadine,,
09/02/2021 03:04:36,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Dans ""Six Feet Under"", quel est le métier de l'homme avec qui Ruth a eu une affaire?",Fleuriste.,3,Lila,,
09/02/2021 03:05:39,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel est le meilleur personnage de ""Six Feet Under""?",Claire.,1,Lila,,
09/02/2021 03:08:44,Histoire (Politique & Date),Question classique,Quel dirigeant politique s'est pris une chaussure lancée par un journaliste? ,George W. Bush.,2,Lila,,
09/02/2021 14:46:23,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Pour quelle raison Kaaris charbonne comme chinois ?,Pour toucher gros boulard !,3,Clem,,
09/02/2021 15:14:03,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Qu'est-ce qu'un caisse-outre ?,Un cubi,3,Clem,,
09/02/2021 15:14:36,Montreuil,Question classique,Comment Régis (<3) appelait-il un cubi ?,Un bib,4,Clem,,
09/02/2021 15:19:16,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales), Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Classez ses bouteilles selon l'ordre croissant de leur volume : le Magnum, le Balthazar, la medium, le Jéroboam le Nabuchodonosor ",Medium < Magnum < Jéroboam < Balthazar < Nabuchodonosor,3,Clem,,
09/02/2021 15:25:17,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,La maison Drappier et la maison Bollinger sont à peu près les seules à produire du champagne dans des bouteilles d'une contenance supérieur au Melchior (18 l). La plus grande disponible est la Melchizédec mais combien de bouteille de champagne contient-elle ? (à 2 près),40,4,Clem,,
09/02/2021 16:00:54,Montreuil,Question classique,Qui a écrit les scripts d'OSS ?,Alix,3,Nahuel,,
09/02/2021 16:01:27,Montreuil,Question classique,Qui habite le 93 (degré de résistance) ?,Alix,2,Nahuel,,
09/02/2021 16:02:08,Montreuil,Question classique,Qui falo le potuguese du nord ?,Alix,2,Nahuel,,
09/02/2021 16:02:34,Montreuil,Question classique,Qui est fan de Phil Collins ?,Alix,2,Nahuel,,
09/02/2021 16:03:12,Montreuil,Question classique,Qui est de VitryParty ?,Alix,2,Nahuel,,
09/02/2021 16:04:02,Montreuil,Question classique,"Qui falo le portuguese du nord, tout en reniant les pasteis de nata ??",Alix,1,Nahuel,,
09/02/2021 20:32:54,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quel est le compte le plus suivi d'Instagram ? (indice : ce n'est pas une personnalité),Instagram,2,Marius,,
09/02/2021 20:35:32,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Qui est Virat Kohli ? (93.6M followers sur Instagram (top 25) au 09/02/2021),Un joueur indien de cricket,4,Marius,,
10/02/2021 09:25:27,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Quel est la personnalité la plus follow sur Instagram, avec 258M follower le 30/01/21 ?",CR7,3,Clem,,
10/02/2021 09:26:28,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Quel est le compte Instagram le plus follow, avec 385M abonnés au 30/01/21 ?",Instagram,3,Clem,,
10/02/2021 10:18:21,Histoire (Politique & Date),Question classique,"Henri III était roi de France mais aussi roi d'un autre pays d'Europe, lequel ?",La Pologne,4,Clem,,
10/02/2021 16:32:09,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Qu'est-ce que l'anosmie ?,La perte de l'odorat,3,Clem,,
11/02/2021 09:52:57,Montreuil,Question classique,Qui renie les pasteis de nata ?,Alix,2,Nahuel,,
11/02/2021 16:34:39,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Si Kaaris n'avait qu'une seule chose à dire, que dirait-il ?",PUTEUH !,1,Booba,,
11/02/2021 16:35:38,Montreuil,Question classique,Qui falo le portuguese du nord ?,Alix,2,Nahuel,,
11/02/2021 16:38:29,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Qui est, au micro, un des négros des plus raffinés ?",Booba,3,Clem,,
11/02/2021 16:50:48,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Qui était le meilleur client, dit ""le iencli"", de Lorenzo ?",Jean-Luc Delarue,2,Un iencli,,
11/02/2021 17:22:05,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Sur la musique ""le code"" de Myth Syzer, donner 2 des 3 featurings.","Ichon, Bonnie Banane, Muddy Monk",3,Tiéno,,
15/02/2021 18:33:55,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Si l'air et l'eau sont les deux matières premières les plus consommées au monde, quelle est la troisième ?",Le sable,3,Clem,,
16/02/2021 16:08:23,Histoire (Politique & Date),Question classique,"Selon Grégoire de Tours, quelle est la première chose l'Antéchrist introduira sur Terre ?",La circoncision,4,Lou,,
17/02/2021 11:31:56,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,À combien de degré Celcius équivaut le 0 absolu (0K) ? (à 1 °C près),-273.15°C,2,Clem,,
17/02/2021 11:34:46,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel diplome équivaut au Bac des sorciers de Poudlard ? La BUSE, l'ASPIC, la SALE ou le SORT ?",l'ASPIC,2,Clem,,
17/02/2021 12:40:47,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,La BUSE (Brevet Universel de Sorcellerie Elémentaire) est un diplôme nécessaire aux sorciers de Poudlard pour poursuivre leurs études. En quelle année les élèves le passent-ils ?,En 5e année,3,Clem,,
17/02/2021 14:07:02,Montreuil,Question classique,ses agreable de se faire un missionnaire ou un amazone avec une meuf  ?,"tu peux pas repondre car tu ne sais pas ce que c ou alors tu le sais mais tu as du taper dans ta barre de recherche ""missionnaire sexe"" ou ""amazone sexe"" pour comprendre ce que c etait mdddrrr !!",4,Steven Sanchez,,
17/02/2021 14:10:45,Montreuil,Question classique,Où habite Steven Sanchez ?,Dans la banlieue de Niort ,2,Clem,,
24/02/2021 13:12:59,Montreuil,Question classique,Comment s'appellent les sœurs de Léna ? ,Matéa et Bulle,4,Tiéno,,
24/02/2021 13:14:21,Montreuil,Question classique,Pendant combien d'années Léna a-t-elle vécu en Bretagne ?,3 ans,3,Tiéno,,
24/02/2021 13:19:47,Montreuil,Question classique,"La sœur de Léna, Matéa, est née le même jour que quel-le-s qu'un-e-s. Qui ?  ",Erwann et Gaston,3,Tiéno,,
24/02/2021 13:34:39,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Dans quel lieu se déroule la majorité du film Zombie de George A. Romero ?,Dans un centre commercial,5,Tiéno,,
24/02/2021 13:36:05,Montreuil,Question classique,Comment s'appellent les parents de Léna ?,Laurent et Chloé,2,Tiéno,,
24/02/2021 14:07:04,Montreuil,Question classique,Quelle est l'année de naissance de Marius ?,2000 (la honte),1,Tiéno,,
24/02/2021 14:40:24,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Combien de temps a-t-il fallu au single ""bande organisée"" pour être single de diamant ?",38 jours + ou - 2,3,Tiéno,,
24/02/2021 14:42:28,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Citer tout les rappeurs présents sur la musique ""bande organisée"".","Jul, SCH, Kofs, Naps, Soso Maness, Elams, Houari & Solda (un oubli accepté)",4,Tiéno,,
24/02/2021 14:46:01,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"En cuisine, qu'est ce qu'un rozell ?",Un râteau pour étaler la pâte à crèpe,3,Tiéno,,
24/02/2021 14:48:00,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Qu'est ce qu'un-e billig ?,une crêpière (l'appareil),3,Tiéno,,
24/02/2021 15:28:45,Géographie (Cartographie & Géographie humaine),Question classique,Dans quelle ville Léna était-elle au collège ?,Montreuil,1,Tiéno,,
24/02/2021 15:35:40,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quelle est la hauteur d'un panier de Basket pour adulte ?,3m05,1,Tiéno,,
24/02/2021 15:43:35,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Dans Sacré Graal, qu'est ce qui permet aux noix de coco d'arriver en Europe ?",Des hirondelles,3,Tiéno,,
24/02/2021 15:46:46,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Dans Sacré Graal, que doit donner le roi Arthur aux chevaliers du Ni pour continuer sa sainte quête ?",un parterre de fleurs,4,Tiéno,,
24/02/2021 15:49:35,"Histoire (Politique & Date), Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quels présents les trois rois mages apportent à Jésus ?,"De l'or, de la myrrhe et de l'encens",4,Tiéno,,
24/02/2021 18:01:37,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quels sont les membres du groupe PNL ?,Ademo et N.O.S,2,Tiéno,,
24/02/2021 18:03:45,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"D'après le groupe de rap, que signifie ""PNL"" ?",Peace N'Lovés,3,Tiéno,,
24/02/2021 18:08:52,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Donner les prénom des deux membres de PNL, respectivement Ademo puis N.O.S.",Taric et Nabil,4,Tiéno,,
24/02/2021 18:12:01,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,C ki IAM ?,"IAM (prononcé en anglais : I am, [aɪ æm]) est un groupe de hip-hop français originaire de Marseille (Bouches-du-Rhône). Formé en 1988, il se compose à l'origine d'Akhenaton (Philippe Fragione) et Shurik'n (Geoffroy Mussard) au chant, de Kheops (Éric Mazel), Imhotep (Pascal Perez), Kephren (François Mendy) aux platines, et anciennement de Freeman (Malek Brahimi).",1,Tiéno,,
24/02/2021 18:14:32,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"D'après le groupe de rap, que veut dire l'acronyme IAM ?",Imperial Asiatic Men,4,Tiéno,,
24/02/2021 18:24:20,Histoire (Politique & Date),Question classique,Qui reprend la mission de Jean Moulin à sa mort ?,Georges Bidault,4,Tiéno,,
24/02/2021 18:26:52,Histoire (Politique & Date),Question classique,Qui arrêta Jean Moulin ?,Klaus Barbie,2,Tiéno,,
24/02/2021 18:31:16,Histoire (Politique & Date),Question classique,"En 1991, après quel événement les Etats-Unis envahissent-ils l'Irak ?",les forces armées envahissent le Koweit,4,Tiéno,,
24/02/2021 18:41:29,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Olivier Giroud est-il droitier, gaucher ou ambidextre ?",Gaucher,3,Tiéno,,
24/02/2021 18:43:01,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a écrit ""la banalité du mal""?",Hannah Arendt,3,Mattéa,,
24/02/2021 18:48:35,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel est le club formateur de Karim Benzema ?,L'Olympique lyonnais,2,Tiéno,,
24/02/2021 18:52:58,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qui a inventé le terme ""art brute"" en 1945 ?",Jean Dubuffet,5,Léna,,
24/02/2021 18:55:47,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Qui est le principal fondateur du mouvement surréaliste ?,André Breton,4,Léna,,
24/02/2021 18:57:12,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Dans le jeu de tarot de Marseille, quel numéro porte le pendu ?",12,3,Tiéno,,
24/02/2021 18:58:50,Histoire (Politique & Date),Question classique,Quel est le signe astrologique d'Adolf Hitler ?,Taureau,3,Léna,,
24/02/2021 18:59:58,Histoire (Politique & Date),Question classique,Quel est le signe astrologique de Pascal Obispo ?,Capricorne,3,Léna,,
24/02/2021 19:01:27,Histoire (Politique & Date),Question classique,Quel est le signe astrologique de Florent Pagny ?,Scorpion,3,Léna,,
24/02/2021 19:04:04,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Citer tout les barbapapa.,"barbapapa, barbamama, barbalala, barbabelle, barbabotine, barbidou, barbibul, barbidur, barbouille",3,Léna,,
24/02/2021 19:05:16,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,En quelle année ont été créé les barbapapas ?,1970,4,Léna,,
24/02/2021 19:06:45,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Que veut dire piriforme ?,En forme de poire,2,Léna,,
24/02/2021 19:07:40,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Comment s'appelle le chien des Barbapapas ?,Lolita,4,Léna,,
24/02/2021 19:10:46,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Pourquoi le tableau ""le radeau de la méduse"" noircit ?",en raison de l'oxydation du plomb qui ne sèche pas et se repend dans les couches de peinture,4,Léna,,
24/02/2021 19:12:09,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Qu'est ce qu'un biryani ?,Un plat indien à base de riz/épice/viande/légumes,4,Mattéa,,
24/02/2021 19:16:58,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Dans le jeu de tarot de Marseille, quel numéro porte le monde ?",21,2,Tiéno,,
24/02/2021 19:29:58,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel mangaka a écrit l'attaque des titans ?,(Hajime) Isayama,3,Tiéno,,
24/02/2021 19:32:29,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,De quelle année date la première publication de l'attaque des titans ?,2009,3,Tiéno,,
24/02/2021 19:47:00,"Histoire (Politique & Date), Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quel est le nom complet de Joe Biden ?,Joseph Robinette Biden Junior,4,Mattéa,,
24/02/2021 19:48:55,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"A ses débuts, comment s'appelait le groupe Suprême NTM ?",93 NTM,3,Tiéno,,
24/02/2021 19:56:49,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Sur la musique Mwaka Moon de Kalash, par quelle punchline Damso commence-t-il son couplet ?","S'faire sucer, c'est pas tromper / Faire succès, c'est n'pas s'tromper",2,Tiéno,,
25/02/2021 16:26:18,Histoire (Politique & Date),Question classique,"Dans la Torah,  le fait de faire l’amour lorsquon a ses règles est comparé à un crime, lequel?",L’inceste,3,Alice,,
25/02/2021 16:27:21,Montreuil,Question classique,Quelle est la chanson pref de Lou L. Chantée par Edith Piaf?,Les amants d’un jour ,4,Alice,,
25/02/2021 16:30:21,Montreuil,Question classique,À quelle date exacte les Bourrées et Felicien sont ils partis à la Réunion ensemble? ,Le 26 janvier 2021,2,Alice ,,
25/02/2021 16:31:11,Histoire (Politique & Date),Question classique,Qui est l’auteur de l’edit de Nantes? ,Henri IV,1,Alice,,
26/02/2021 12:04:59,Géographie (Cartographie & Géographie humaine),Question classique,Quel est le seule fleuve africain qui donne son nom çà un pays (africain) ?,Le Gambie,4,Clem,,
26/02/2021 15:10:30,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Dans Le Salaire de la peur, quelle tactique utilisent les deux camions remplis de nitroglycérine pour passer la zone accidentée dite ""de la tôle ondulée"" ?",Passer à fond les ballons,3,Félicien,,
26/02/2021 15:11:20,Géographie (Cartographie & Géographie humaine),Question classique,Combien y a t'il de cirques (principaux) à l'île de la Réunion ?,3,3,Félicien,,
26/02/2021 15:17:03,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Un airbus A380 pourrait-il décoller s'il était sur Mars ?,Non l'atmosphère y est trop ténue pour avoir suffisamment de portance pour décoller. ,1,Clem,,
26/02/2021 15:22:08,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Pourquoi un Boeing 777 ne pourrait pas décoller s'il était sur Mars ?,Parce que c'est de la grosse daube ce modèle ! Sérieusement ils arrivent à créer des lanceurs pour satellite mais ils sont pas capable de fabriquer un avion qui dispose d'échangeur de chaleur convenable pour un simple vol transatlantique !!,1,Clem,,
26/02/2021 15:26:49,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel est le plus gros avion civil de transport de passagers ?,l'Airbus A380,2,Clem,,
26/02/2021 15:28:14,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Selon Wikipédia au 26/02/2021, à partir de quel âge peut-on jouer à la belote (à 1 près) ?",8 ans,3,Félicien,,
26/02/2021 15:30:11,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,A cause de quel phénomène physique le pont de Tacoma s'est effondré sous l'action d'un vent pourtant modéré (65km/h) ?,Il est entré en résonance.,3,Félicien,,
26/02/2021 15:30:33,Géographie (Cartographie & Géographie humaine),Question classique,De quelle couleur est le deuxième plus long fleuve de Chine ?,Jaune,2,Clem,,
26/02/2021 15:31:42,Géographie (Cartographie & Géographie humaine),Question classique,Quel est le plus long fleuve européen ?,La Volga,3,Clem,,
26/02/2021 15:34:08,Géographie (Cartographie & Géographie humaine),Question classique,Le Mississippi est le plus long fleuve Nord-Américain mais second plus long cours d'eau derrière son affluent le Missouri. Vrai ou Faux ?,Vrai,1,Clem,,
26/02/2021 15:34:53,Géographie (Cartographie & Géographie humaine),Question classique,Le Mississippi est le second plus long fleuve Nord-Américain mais le premier plus long cours d'eau derrière son affluent le Missouri. Vrai ou Faux ,"Faux, ça n'a aucun sens",1,Clem,,
26/02/2021 15:35:47,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Qu'est ce qu'un comma, en musique ?",Un très petit intervalle (en hauteur),3,Félicien,,
26/02/2021 15:35:48,Géographie (Cartographie & Géographie humaine),Question classique,Le Missouri est le plus long fleuve Nord-Américain mais second plus long cours d'eau derrière son affluent le Missippi. Vrai ou Faux ,"Faux, le Missouri est l'affluent du Mississippi",1,Clem,,
26/02/2021 15:36:27,Géographie (Cartographie & Géographie humaine),Question classique,Le Mississippi est le second plus long fleuve Nord-Américain. Vrai ou Faux ,Faux c'est le premier,1,Clem,,
